ID,primary_source,archive_event_number,link_web,secondary_source,secondary_source_ID,secondary_source_web,host_com_orig ,host_sci_orig,host_com_res,host_sci_res,host_colloq,host_sci_spec_res,family,epidemiological_unit,number_cases,number_susceptible,number_tested,number_deaths,age,sex,country_iso3,country_name,subnational_administration,city,location_detail,date_confirmed,date_reported,date_published,related_to_other_entries,related_ID,test,sampling_type,test_2,sampling_type_2,test_3,sampling_type_3,negative_test,negative_sampling_type,negative_test_2,negative_sampling_type_2,reason_for_testing,symptoms,outcome,living_conditions,source_of_infection,variant,control_measures,original_source,link_original_source
20200610.7453845_7,ProMED,20200610.7453845,https://promedmail.org/promed-post/?id=7453845,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,10000,NS,10000,NS,NS,NLD,Netherlands,North Brabant,Gemert-Bakel,farm1,2020-05-07,NA,2020-06-10,update of,20200509.7316646_1,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives: reference no. 1701824-206628-PG a,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
20200610.7453845_8,ProMED,20200610.7453845,https://promedmail.org/promed-post/?id=7453845,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Deurne,farm1,2020-05-07,NA,2020-06-10,update of,20200509.7316646_2,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives: reference no. 1701824-206628-PG a,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
20200610.7453845_9,ProMED,20200610.7453845,https://promedmail.org/promed-post/?id=7453845,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Sint Anthonis,farm1,2020-05-31,NA,2020-06-10,update of,20200602.7420433_1,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives: reference no. 1701824-206628-PG a,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
20200610.7453845_10,ProMED,20200610.7453845,https://promedmail.org/promed-post/?id=7453845,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Sint Anthonis,farm2,2020-05-31,NA,2020-06-10,update of,20200602.7420433_2,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives: reference no. 1701824-206628-PG a,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
20200610.7453845_11,ProMED,20200610.7453845,https://promedmail.org/promed-post/?id=7453845,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Gemert-Bakel,farm1,2020-05-31,NA,2020-06-10,update of,20200602.7420433_3,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives: reference no. 1701824-206628-PG a,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
20200610.7453845_12,ProMED,20200610.7453845,https://promedmail.org/promed-post/?id=7453845,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,NS,NS,farm1,NS,NA,2020-06-10,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives: reference no. 1701824-206628-PG a,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
FUR_34590_1,WAHIS,FUR_34590,https://wahis.woah.org/#/in-review/3174?reportId=17751&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Illinois,NS,NA,NS,2020-06-10,2020-06-10,updated by,FUR_34824_1,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,symptoms,respiratory,improved condition,pet,human,NS,isolation,Delegate of United States of America,https://www.government.nl/documents/parliamentary-documents/2020/06/09/letter-about-update-on-covid-19-and-minks
20200617.7479510_1,ProMED,20200617.7479510,https://promedmail.org/promed-post/?id=7479510,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,11000,NS,11000,NS,NS,DNK,Denmark,North Jutland,NS,farm1,2020-06-14,NA,2020-06-17,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,observed symptoms not specified,death,farm,NS,NA,culling,The Local Denmark,https://www.thelocal.dk/20200617/danish-mink-face-slaughter-after-catching-coronavirus/
20200623.7502849_1,ProMED,20200623.7502849,https://promedmail.org/promed-post/?id=7502849,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Gemert-Bakel,farm1,2020-06-21,NA,2020-06-23,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives,https://www.rijksoverheid.nl/documenten/kamerstukken/2020/06/22/kamerbrief-update-besmettingen-nertsenbedrijven
20200623.7502849_2,ProMED,20200623.7502849,https://promedmail.org/promed-post/?id=7502849,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Gemert-Bakel,farm2,2020-06-21,NA,2020-06-23,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,A letter from the Ministers of Health and of Agriculture to the Dutch House of Representatives,https://www.rijksoverheid.nl/documenten/kamerstukken/2020/06/22/kamerbrief-update-besmettingen-nertsenbedrijven
20200624.7506728_1,ProMED,20200624.7506728,https://promedmail.org/promed-post/?id=7506728,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,2,NS,46,0,NS,NS,DNK,Denmark,North Jutland,NS,farm1,2020-06-18,NA,2020-06-24,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,farm,NS,NA,screening,Press release of Danish Ministry of the Environment and Food,not available
20200624.7506728_2,ProMED,20200624.7506728,https://promedmail.org/promed-post/?id=7506728,NA,NA,NA,domestic dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,DNK,Denmark,North Jutland,NS,farm2,NS,NA,2020-06-24,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed animal case,NS,NS,pet,animal,NA,isolation,Press release of Danish Ministry of the Environment and Food,not available
FUR_34824_1,WAHIS,FUR_34824,https://wahis.woah.org/#/in-review/3174?reportId=17877&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Illinois,NS,NA,NS,2020-06-25,2020-06-25,update of,FUR_34590_1,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,respiratory,improved condition,pet,human,NA,isolation,Delegate of the United States,NA
20200703.7535112_1,ProMED,20200703.7535112,https://promedmail.org/promed-post/?id=7535112,WAHIS,FUR_34937,https://wahis.woah.org/#/in-review/3174?reportId=17931&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,3,2,0,6,NS,USA,United States,Georgia,NS,NA,2020-06-25,2020-07-02,2020-07-03,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,unrelated symptoms,death not related to Sars-CoV-2,pet,human,NS,NA,The Atlanta Journal-Constitution,not available
20200708.7554832_1,ProMED,20200708.7554832,https://promedmail.org/promed-post/?id=7554832,WAHIS,FUR_34991,https://wahis.woah.org/#/in-review/3174?reportId=17970&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,2,NS,USA,United States,Texas,NS,NA,2020-07-07,2020-07-09,2020-07-08,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NS,isolation,Texas Animal Health Commission,https://www.tahc.texas.gov/news/2020/2020-07-08_COVID.pdf
FUR_34991_1,WAHIS,FUR_34991,https://wahis.woah.org/#/in-review/3174?reportId=17970&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,1,1,NS,NS,USA,United States,California,NS,NA,NS,2020-07-09,2020-07-09,new,NA,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,respiratory and cardiac,death,pet,human,NS,NA,Delegate of United States of America,NA
20200716.7578453_1,ProMED,20200716.7578453,https://promedmail.org/promed-post/?id=7578453,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Ledeacker,farm1,NS,NA,2020-07-16,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,observed symptoms not specified,death,farm,NS,NA,culling,Press release of the Dutch Government,https://www.rijksoverheid.nl/actueel/nieuws/2020/07/15/nieuwe-besmetting-covid-19-bij-nertsenbedrijf
20200717.7584560_1,ProMED,20200717.7584560,https://promedmail.org/promed-post/?id=7584560,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,78,92700,90,92700,NS,NS,ESP,Spain,Aragon,Puebla de Valverde,farm1,2020-07-13,NA,2020-07-17,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,death,farm,human,NA,culling,Heraldo ,https://www.heraldo.es/noticias/aragon/2020/07/16/la-dga-sacrifica-los-92-700-visones-de-la-granja-de-la-puebla-de-valverde-por-estar-infectados-de-covid-1386331.html
20200719.7588843_1,ProMED,20200719.7588843,https://promedmail.org/promed-post/?id=7588843,WAHIS,FUR_35051,https://wahis.woah.org/#/in-review/3174?reportId=18006&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,3,3,0,NS,NS,USA,United States,South Carolina,NS,NA,2020-07-09,2020-07-17,2020-07-19,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,respiratory,death not related to Sars-CoV-2,pet,human,NS,NA,Live 5 News,https://www.live5news.com/2020/07/16/dog-charleston-county-is-tests-positive-covid-virus/
20200719.7591013_1,ProMED,20200719.7591013,https://promedmail.org/promed-post/?id=7591013,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,NS,NS,NS,NS,NS,NLD,Netherlands,North Brabant,Westerbeek,farm1,NS,NA,2020-07-19,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,NS,NS,death,farm,NS,NA,culling,Dutch News,https://www.dutchnews.nl/news/2020/07/coronavirus-infestation-spreads-to-25th-dutch-mink-farm/
FUR_35140_1,WAHIS,FUR_35140,https://wahis.woah.org/#/in-review/3174?reportId=18058&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,3,1,NS,0,NS,NS,USA,United States,Arizona,NS,NA,NS,2020-07-23,2020-07-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,NS,respiratory,recovery,pet,human,NS,isolation,Delegate of United States of America,NA
FUR_35140_2,WAHIS,FUR_35140,https://wahis.woah.org/#/in-review/3174?reportId=18058&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-07-23,2020-07-23,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NS,isolation,Delegate of United States of America,NA
FUR_35140_3,WAHIS,FUR_35140,https://wahis.woah.org/#/in-review/3174?reportId=18058&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,survey group,4,NS,NS,0,NS,NS,USA,United States,Utah,NS,NA,NS,2020-07-23,2020-07-23,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,pet,NS,NA,NS,Delegate of United States of America,NA
FUR_35140_4,WAHIS,FUR_35140,https://wahis.woah.org/#/in-review/3174?reportId=18058&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,survey group,2,NS,NS,0,NS,NS,USA,United States,Utah,NS,NA,NS,2020-07-23,2020-07-23,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,pet,NS,NA,NS,Delegate of United States of America,NA
FUR_35140_5,WAHIS,FUR_35140,https://wahis.woah.org/#/in-review/3174?reportId=18058&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,survey group,2,NS,NS,0,NS,NS,USA,United States,Wisconsin,NS,NA,NS,2020-07-23,2020-07-23,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,NS,pet,NS,NA,NS,Delegate of United States of America,NA
FUR_35140_6,WAHIS,FUR_35140,https://wahis.woah.org/#/in-review/3174?reportId=18058&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,NS,0,NS,NS,USA,United States,North Carolina,NS,NA,NS,2020-07-23,2020-07-23,new,NA,virus neutralisation test,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,pet,human,NA,NS,Delegate of United States of America,NA
20200724.7609215_1,ProMED,20200724.7609215,https://promedmail.org/promed-post/?id=7609215,WAHIS,IN_35169,https://wahis.woah.org/#/in-review/3253?reportId=18073&fromPage=event-dashboard-url,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,NA,2020-07-23,2020-07-24,2020-07-24,new,NA,PCR,oral swab,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3253?reportId=18073&fromPage=event-dashboard-url
20200727.7617582_1,ProMED,20200727.7617582,https://promedmail.org/promed-post/?id=7617582,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,3500,NS,3500,NS,NS,NLD,Netherlands,North Brabant,Oploo ,farm1,NS,NA,2020-07-27,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,Press release of the Government of the Netherlands,https://www.rijksoverheid.nl/actueel/nieuws/2020/07/27/nieuwe-besmetting-covid-19-bij-nertsenbedrijf
20200727.7617582_2,ProMED,20200727.7617582,https://promedmail.org/promed-post/?id=7617582,WAHIS,IN_35182,https://wahis.woah.org/#/in-review/3257?reportId=18080&fromPage=event-dashboard-url,domestic cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,2,2,0,NS,NS,GBR,United Kingdom,England,NS,NA,2020-07-15,2020-07-27,2020-07-27,new,NA,PCR,swab (unspecified),virus neutralisation test,serum,NA,NA,PCR,oral swab,NA,NA,surveillance/monitoring,unrelated symptoms,recovery,pet,human,NA,NS,Daily Mail,https://www.dailymail.co.uk/news/article-8564481/Pet-cat-animal-UK-catch-Covid-19.html
FUR_35236_1,WAHIS,FUR_35236,https://wahis.woah.org/#/in-review/3174?reportId=18113&fromPage=event-dashboard-url,NA,NA,NA,domestic cat,Felis catus,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-07-30,2020-07-30,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NS,isolation,Delegate of United States of America,NA
20200801.7635820_1,ProMED,20200801.7635820,https://promedmail.org/promed-post/?id=7635820,NA,NA,NA,mink,NS,American mink,Neogale vison,American mink,Neogale vison,Mustelidae,farm,NS,12500,NS,12500,NS,NS,NLD,Netherlands,North Brabant,Boxmeer,farm1,NS,NA,2020-08-01,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,surveillance/monitoring,NS,death,farm,NS,NA,culling,Blik on Nieuws,https://www.blikopnieuws.nl/gezondheid/282879/opnieuw-coronabesmetting-geconstateerd-op-nertsenbedrijf.html
20200805.7648734_1,ProMED,20200805.7648734,https://promedmail.org/promed-post/?id=7648734,WAHIS,FUR_35306,https://wahis.woah.org/#/in-review/3174?reportId=18153&fromPage=event-dashboard-url,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,1,0,NS,NS,USA,United States,Louisiana,NS,NA,NS,2020-08-05,2020-08-05,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,unrelated symptoms,death not related to Sars-CoV-2,pet,human,NS,NA,KATC ,https://www.katc.com/news/covering-louisiana/first-case-of-a-coronavirus-positive-dog-reported-in-louisiana
FUR_35306_1,WAHIS,FUR_35306,https://wahis.woah.org/#/in-review/3174?reportId=18153&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,2,2,0,NS,NS,USA,United States,New York,NS,NA,2020-06-02,2020-08-05,2020-08-05,update of,20200602.7420541_1,PCR,NS,gene sequencing,NS,virus neutralisation test,NS,NA,NA,NA,NA,symptoms,respiratory,death not related to Sars-CoV-2,pet,human,NS,NA,Delegate of United States of America,NA
20200808.7658191_1,ProMED,20200808.7658191,https://promedmail.org/promed-post/?id=7658191,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,survey group,2,NS,NS,0,NS,NS,USA,United States,Texas,NS,NA,NS,NA,2020-08-08,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,study,NS,NS,pet,human,NA,NS,KBTX ,https://www.kbtx.com/2020/08/06/texas-am-research-project-identifies-first-covid-19-positive-cats-in-texas/
FUR_35351_1,WAHIS,FUR_35351,https://wahis.woah.org/#/in-review/3253?reportId=18178&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household1,NS,2020-08-10,2020-08-10,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_35351_2,WAHIS,FUR_35351,https://wahis.woah.org/#/in-review/3253?reportId=18178&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household2,NS,2020-08-10,2020-08-10,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_35351_3,WAHIS,FUR_35351,https://wahis.woah.org/#/in-review/3253?reportId=18178&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household1,NS,2020-08-10,2020-08-10,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_35351_4,WAHIS,FUR_35351,https://wahis.woah.org/#/in-review/3253?reportId=18178&fromPage=event-dashboard-url,NA,NA,NA,cat,NS,domestic cat,Felis catus,cat,Felis catus,Felidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household3,NS,2020-08-10,2020-08-10,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
FUR_35351_5,WAHIS,FUR_35351,https://wahis.woah.org/#/in-review/3253?reportId=18178&fromPage=event-dashboard-url,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,CHN,China,Hong Kong,Hong Kong,household2,NS,2020-08-10,2020-08-10,new,NA,PCR,swab (unspecified),NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NA,isolation,Delegate of Hong Kong,NA
20200813.7672505_1,ProMED,20200813.7672505,https://promedmail.org/promed-post/?id=7672505,NA,NA,NA,dog,NS,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,NS,1,1,NS,NS,USA,United States,North Carolina,NS,NA,NS,NA,2020-08-13,new,NA,NS,NS,NA,NA,NA,NA,NA,NA,NA,NA,symptoms,respiratory,death,pet,NS,NA,NA,The Hill,https://thehill.com/blogs/blog-briefing-room/news/511546-dog-dies-from-coronavirus-complications-in-north-carolina
20200813.7673666_1,ProMED,20200813.7673666,https://promedmail.org/promed-post/?id=7673666,WAHIS,IN_35399,https://wahis.woah.org/#/in-review/3276?reportId=18214&fromPage=event-dashboard-url,puma,Puma concolor,puma,Puma concolor,puma,Puma concolor,Felidae,animal,1,2,NS,0,NS,NS,ZAF,South Africa,Gauteng,City of Johannesburg,NA,2020-07-31,2020-08-11,2020-08-13,updated by,FUR_35830_1,PCR,NS,NA,NA,NA,NA,NA,NA,NA,NA,confirmed human case,NS,NS,zoo,human,NA,isolation,WAHIS,https://wahis.woah.org/#/in-review/3276?reportId=18214&fromPage=event-dashboard-url
FUR_35408_1,WAHIS,FUR_35408,https://wahis.woah.org/#/in-review/3174?reportId=18219&fromPage=event-dashboard-url,NA,NA,NA,domestic dog,Canis lupus familiaris,dog,Canis lupus familiaris,dog,Canis lupus,Canidae,animal,1,1,1,0,NS,NS,USA,United States,Texas,NS,NA,NS,2020-08-13,2020-08-13,new,NA,PCR,NS,gene sequencing,NS,NA,NA,NA,NA,NA,NA,confirmed human case,subclinical,NS,pet,human,NS,isolation,Delegate of United States of America,NA
